  -375.000000      -    0.00000000      -    0.00000000    
  -373.000000      -    1.00000000      -    9.99999975E-05
  -371.000000      -    0.00000000      -    0.00000000    
  -369.000000      -    0.00000000      -    0.00000000    
  -367.000000      -    0.00000000      -    0.00000000    
  -365.000000      -    1.00000000      -    9.99999975E-05
  -363.000000      -    0.00000000      -    0.00000000    
  -361.000000      -    0.00000000      -    0.00000000    
  -359.000000      -    0.00000000      -    0.00000000    
  -357.000000      -    0.00000000      -    0.00000000    
  -355.000000      -    0.00000000      -    0.00000000    
  -353.000000      -    0.00000000      -    0.00000000    
  -351.000000      -    0.00000000      -    0.00000000    
  -349.000000      -    2.00000000      -    1.99999995E-04
  -347.000000      -    0.00000000      -    0.00000000    
  -345.000000      -    0.00000000      -    0.00000000    
  -343.000000      -    0.00000000      -    0.00000000    
  -341.000000      -    0.00000000      -    0.00000000    
  -339.000000      -    1.00000000      -    9.99999975E-05
  -337.000000      -    0.00000000      -    0.00000000    
  -335.000000      -    1.00000000      -    9.99999975E-05
  -333.000000      -    1.00000000      -    9.99999975E-05
  -331.000000      -    0.00000000      -    0.00000000    
  -329.000000      -    0.00000000      -    0.00000000    
  -327.000000      -    0.00000000      -    0.00000000    
  -325.000000      -    0.00000000      -    0.00000000    
  -323.000000      -    0.00000000      -    0.00000000    
  -321.000000      -    0.00000000      -    0.00000000    
  -319.000000      -    0.00000000      -    0.00000000    
  -317.000000      -    1.00000000      -    9.99999975E-05
  -315.000000      -    0.00000000      -    0.00000000    
  -313.000000      -    0.00000000      -    0.00000000    
  -311.000000      -    0.00000000      -    0.00000000    
  -309.000000      -    1.00000000      -    9.99999975E-05
  -307.000000      -    3.00000000      -    3.00000014E-04
  -305.000000      -    1.00000000      -    9.99999975E-05
  -303.000000      -    1.00000000      -    9.99999975E-05
  -301.000000      -    1.00000000      -    9.99999975E-05
  -299.000000      -    1.00000000      -    9.99999975E-05
  -297.000000      -    0.00000000      -    0.00000000    
  -295.000000      -    0.00000000      -    0.00000000    
  -293.000000      -    0.00000000      -    0.00000000    
  -291.000000      -    1.00000000      -    9.99999975E-05
  -289.000000      -    0.00000000      -    0.00000000    
  -287.000000      -    3.00000000      -    3.00000014E-04
  -285.000000      -    3.00000000      -    3.00000014E-04
  -283.000000      -    1.00000000      -    9.99999975E-05
  -281.000000      -    2.00000000      -    1.99999995E-04
  -279.000000      -    2.00000000      -    1.99999995E-04
  -277.000000      -    2.00000000      -    1.99999995E-04
  -275.000000      -    2.00000000      -    1.99999995E-04
  -273.000000      -    2.00000000      -    1.99999995E-04
  -271.000000      -    1.00000000      -    9.99999975E-05
  -269.000000      -    2.00000000      -    1.99999995E-04
  -267.000000      -    2.00000000      -    1.99999995E-04
  -265.000000      -    3.00000000      -    3.00000014E-04
