   4890.50000      -    0.00000000      -    0.00000000    
   4891.50000      -    1.00000000      -    9.99999975E-05
   4892.50000      -    1.00000000      -    9.99999975E-05
   4893.50000      -    0.00000000      -    0.00000000    
   4894.50000      -    0.00000000      -    0.00000000    
   4895.50000      -    0.00000000      -    0.00000000    
   4896.50000      -    1.00000000      -    9.99999975E-05
   4897.50000      -    0.00000000      -    0.00000000    
   4898.50000      -    2.00000000      -    1.99999995E-04
   4899.50000      -    0.00000000      -    0.00000000    
   4900.50000      -    0.00000000      -    0.00000000    
   4901.50000      -    1.00000000      -    9.99999975E-05
   4902.50000      -    0.00000000      -    0.00000000    
   4903.50000      -    1.00000000      -    9.99999975E-05
   4904.50000      -    0.00000000      -    0.00000000    
   4905.50000      -    0.00000000      -    0.00000000    
   4906.50000      -    1.00000000      -    9.99999975E-05
   4907.50000      -    1.00000000      -    9.99999975E-05
   4908.50000      -    1.00000000      -    9.99999975E-05
   4909.50000      -    2.00000000      -    1.99999995E-04
   4910.50000      -    0.00000000      -    0.00000000    
   4911.50000      -    1.00000000      -    9.99999975E-05
   4912.50000      -    2.00000000      -    1.99999995E-04
   4913.50000      -    3.00000000      -    3.00000014E-04
   4914.50000      -    1.00000000      -    9.99999975E-05
   4915.50000      -    0.00000000      -    0.00000000    
   4916.50000      -    4.00000000      -    3.99999990E-04
   4917.50000      -    4.00000000      -    3.99999990E-04
   4918.50000      -    2.00000000      -    1.99999995E-04
   4919.50000      -    3.00000000      -    3.00000014E-04
   4920.50000      -    8.00000000      -    7.99999980E-04
   4921.50000      -    6.00000000      -    6.00000028E-04
   4922.50000      -    3.00000000      -    3.00000014E-04
   4923.50000      -    2.00000000      -    1.99999995E-04
   4924.50000      -    2.00000000      -    1.99999995E-04
   4925.50000      -    6.00000000      -    6.00000028E-04
   4926.50000      -    8.00000000      -    7.99999980E-04
   4927.50000      -    6.00000000      -    6.00000028E-04
   4928.50000      -    6.00000000      -    6.00000028E-04
   4929.50000      -    8.00000000      -    7.99999980E-04
   4930.50000      -    3.00000000      -    3.00000014E-04
   4931.50000      -    14.0000000      -    1.39999995E-03
   4932.50000      -    11.0000000      -    1.09999999E-03
   4933.50000      -    5.00000000      -    5.00000024E-04
   4934.50000      -    11.0000000      -    1.09999999E-03
   4935.50000      -    7.00000000      -    6.99999975E-04
   4936.50000      -    10.0000000      -    1.00000005E-03
   4937.50000      -    14.0000000      -    1.39999995E-03
   4938.50000      -    10.0000000      -    1.00000005E-03
   4939.50000      -    13.0000000      -    1.30000000E-03
   4940.50000      -    25.0000000      -    2.49999994E-03
